Nummer;TAN;START;END;Interviewdauer [sec];STATUS;STATUS_TEXT;current_Q;Q1A1;Q2;Q3;Q4;Q5;Q6;Q7A1_1;Q7A2_1;Q7A3_1;Q7A4_1;Q7A5_1;Q7A6_1;Q7A7_1;Q7A8_1;Q7A9_1;Q7A10_1;Q7A11_1;Q7A12_1;Q8A1_1;Q8A2_1;Q8A3_1;Q8A4_1;Q8A5_1;Q8A6_1;Q8A7_1;Q8A8_1;Q8A9_1;Q8A10_1;Q8A11_1;Q8A12_1;Q8A13_1;Q8A14_1;Q8A15_1;Q8A16_1;Q8A17_1;Q8A18_1;Q9A1_1;Q9A2_1;Q9A3_1;Q9A4_1;Q9A5_1;Q9A6_1;Q9A7_1;Q9A8_1;Q9A9_1;Q9A10_1;Q9A11_1;Q9A12_1;Q9A13_1;Q9A14_1;Q9A15_1;Q9A16_1;Q9A17_1;Q9A18_1;Q9A19_1;Q9A20_1;Q9A21_1;Q9A22_1;Q10A1_1;Q10A2_1;Q10A3_1;Q10A4_1;Q10A5_1;Q10A6_1;Q10A7_1;Q10A8_1;Q10A9_1;Q10A10_1;Q10A11_1;Q10A12_1;Q10A13_1;Q10A14_1;Q10A15_1;Q10A16_1;Q10A17_1;Q11A1_1;Q11A2_1;Q11A3_1;Q11A4_1;Q11A5_1;Q11A6_1;Q11A7_1;Q11A8_1;Q11A9_1;Q11A10_1;Q11A11_1;Q11A12_1;Q11A13_1;Q11A14_1;Q11A15_1;Q11A16_1;Q12A1_1;Q12A2_1;Q12A3_1;Q12A4_1;Q12A5_1;Q12A6_1;Q12A7_1;Q12A8_1;Q12A9_1;Q12A10_1;Q12A11_1;Q12A12_1;Q12A13_1;Q12A14_1;Q12A15_1;Q12A16_1;Q12A17_1;Q13A1_1;Q13A2_1;Q13A3_1;Q13A4_1;Q13A5_1;Q13A6_1;Q13A7_1;Q13A8_1;Q13A9_1;Q13A10_1;Q13A11_1;Q13A12_1;Q13A13_1;Q13A14_1;Q13A15_1;Q13A16_1;Q13A17_1;Q13A18_1;Q13A19_1;Q13A20_1;Q13A21_1;Q14A1_1;Q14A2_1;Q14A3_1;Q14A4_1;Q14A5_1;Q14A6_1;Q14A7_1;Q14A8_1;Q14A9_1;Q14A10_1;Q14A11_1;Q14A12_1;Q14A13_1;Q15A1_1;Q15A2_1;Q15A3_1;Q15A4_1;Q15A5_1;Q15A6_1;Q15A7_1;Q15A8_1;Q15A9_1;Q15A10_1;Q15A11_1;Q15A12_1;Q15A13_1;Q15A14_1;Q17A1_1;Q17A2_1;Q17A3_1;Q17A4_1;Q17A5_1;Q17A6_1;Q17A7_1;Q17A8_1;Q17A9_1;Q17A10_1;Q17A11_1;Q17A12_1;Q17A13_1;Q17A14_1;Q17A15_1;Q17A16_1;Q17A17_1;Q17A18_1;Q17A19_1;Q18A1;Q18A2;Q18A3;Q18A4;Q18A5;Q18A6;Q18A7;Q18A8;Q18A9;Q18A10;Q18A11;Q18A12;Q18A13;Q18A14;Q18A15;Q18A16;Q18A17;Q18A18;Q18A19;Q19A1_1;Q19A2_1;Q19A3_1;Q19A4_1;Q19A5_1;Q19A6_1;Q19A7_1;Q19A8_1;Q19A9_1;Q19A10_1;Q19A11_1;Q19A12_1;Q19A13_1;Q19A14_1;Q19A15_1;Q19A16_1;Q19A17_1;Q19A18_1;Q19A19_1;Q20A1_1;Q20A2_1;Q20A3_1;Q20A4_1;Q20A5_1;Q20A6_1;Q20A7_1;Q20A8_1;Q20A9_1;Q20A10_1;Q20A11_1;Q20A12_1;Q20A13_1;Q20A14_1;Q20A15_1;Q20A16_1;Q20A17_1;Q20A18_1;tic;QUESTION_ORDER
44;44;15:32:47 02.09.2021;15:38:40 02.09.2021;353;5;;20;1;3;1;4;3;7;4;1;4;1;1;1;4;4;4;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1;1;5;5;6;6;4;4;4;4;3;4;3;3;4;1;2;3;2;3;2;2;2;4;3;3;4;4;3;3;3;5;2;6;5;5;4;6;6;6;6;4;4;5;4;4;4;2;4;3;3;4;4;3;4;4;4;3;5;5;5;4;4;3;4;3;3;3;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;3;4;3;4;4;4;4;4;5;3;2;3;3;2;3;3;3;3;4;3;4;3;4;4;4;4;4;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;4;5;3;2;3;4;3;4;3;4;5;4;4;4;4;3;4;5;2;3;3;4;3;3;3;4;4;4;4;3;3;3;3;3;3;3;6130d22b7b8b9c00012dfa7b;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
45;45;15:32:53 02.09.2021;16:11:45 02.09.2021;2332;5;;20;1;4;2;7;15;7;3;2;2;2;1;1;2;2;1;1;1;1;4;5;2;5;5;5;4;3;4;5;3;4;5;5;5;3;4;2;1;4;3;1;3;1;1;1;1;1;1;1;1;1;2;2;2;4;1;2;1;1;3;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;3;2;1;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;5;2;4;5;4;3;2;5;2;4;5;5;2;3;4;4;3;5;4;4;4;5;3;3;4;4;5;5;5;5;4;4;4;3;4;4;2;5;5;5;5;5;5;4;3;3;3;2;2;2;3;4;3;3;2;1;1;1;1;2;1;2;3;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;5;4;5;5;4;4;5;3;4;4;4;5;5;5;5;5;4;4;4;4;4;4;5;4;5;5;5;5;5;3;4;4;4;2;4;5;2;6130d2366cfe070001fc23ef;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
46;46;15:33:44 02.09.2021;15:49:54 02.09.2021;970;5;;20;1;6;1;7;3;3;2;2;1;2;1;1;3;1;1;1;1;2;4;5;2;3;4;3;5;1;2;3;1;5;1;1;4;3;3;4;1;3;4;2;3;2;3;3;2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;5;2;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;1;4;3;4;2;5;3;5;5;5;3;4;3;4;4;5;5;4;5;5;5;2;1;2;2;2;1;3;3;3;3;3;1;1;1;1;2;2;2;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;5;5;5;5;4;5;5;5;4;4;4;4;4;4;5;3;4;5;5;5;5;5;5;5;5;3;4;4;4;3;2;4;4;2;2;3;3;6130d2316cfe070001fc2315;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
47;47;15:34:14 02.09.2021;15:54:40 02.09.2021;1226;5;;20;1;4;1;8;4;7;4;1;2;2;1;1;1;1;1;1;1;2;5;5;4;5;5;2;1;5;5;4;4;2;5;3;5;2;1;3;1;3;3;1;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;5;2;2;2;2;6;2;2;2;2;2;4;1;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;4;1;4;6;2;2;2;2;6;4;3;4;3;2;6;6;2;3;4;5;5;5;1;1;5;5;5;5;1;1;2;2;1;2;5;5;4;2;2;2;1;5;5;1;1;5;1;2;1;2;5;5;5;5;5;5;5;5;5;4;5;3;5;4;5;4;5;5;2;4;2;2;2;1;1;1;4;1;2;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;3;5;5;5;1;1;5;1;5;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;5;4;4;1;5;5;1;6130d2387b8b9c00012dfcc2;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
49;49;15:45:21 02.09.2021;16:22:17 02.09.2021;2216;5;;20;1;6;2;7;10;5;2;1;4;2;1;1;1;2;1;1;1;1;3;3;5;4;4;2;3;2;3;1;3;4;4;4;3;2;4;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;1;1;2;2;2;4;2;2;2;2;6;2;2;2;2;3;4;4;2;5;2;2;1;1;1;2;2;2;2;1;1;1;1;2;1;5;5;4;4;3;1;1;1;6;2;2;2;2;2;2;4;2;2;2;1;3;3;2;2;4;2;5;5;2;1;1;2;1;5;2;2;1;5;2;1;1;5;5;4;3;4;3;2;5;5;5;4;3;5;4;4;3;1;1;5;2;1;5;3;4;4;4;2;2;5;1;1;2;1;1;1;2;2;2;1;2;1;3;2;3;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;4;2;3;4;4;3;5;5;5;5;1;5;2;5;5;2;2;4;4;3;3;1;3;5;5;5;4;5;3;1;3;1;3;1;5;5;1;6130d23a7b8b9c00012dfd0f;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
50;50;15:47:51 02.09.2021;16:07:01 02.09.2021;1056;5;;20;1;5;1;6;10;6;4;2;2;2;1;1;2;3;2;1;1;1;3;4;4;3;4;1;2;4;4;5;4;4;4;3;4;1;3;1;1;3;3;2;3;1;2;2;1;1;1;1;1;3;1;1;1;1;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;1;1;1;3;3;2;2;2;1;1;1;1;1;3;3;2;5;4;2;3;2;2;2;1;2;2;2;4;3;4;2;2;2;4;2;2;2;3;2;1;3;1;1;2;5;2;4;5;5;1;1;2;2;2;2;3;3;3;3;3;1;3;3;3;3;4;2;5;3;4;4;4;3;3;4;5;2;3;4;4;5;4;3;4;3;4;3;1;1;5;3;1;1;2;2;1;1;1;2;3;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;4;4;4;3;4;4;4;3;3;3;5;5;5;4;4;5;4;4;4;4;4;5;5;5;4;5;4;5;5;3;4;3;3;4;4;6130d2346cfe070001fc239a;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
51;51;15:50:41 02.09.2021;16:15:51 02.09.2021;1510;5;;20;1;6;2;7;14;4;3;1;2;4;1;1;4;2;1;1;1;1;1;5;4;2;3;3;2;4;4;3;4;1;2;1;4;3;2;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;2;2;6;2;2;2;4;2;2;1;1;2;2;1;1;1;5;1;2;2;1;3;1;1;1;1;1;1;1;1;4;4;1;3;1;4;2;2;1;2;2;1;3;2;4;2;1;5;1;1;1;5;1;1;1;3;2;1;4;5;2;5;5;1;4;1;1;1;1;3;5;5;5;3;1;2;4;3;3;5;1;4;1;3;3;3;1;5;3;5;4;3;4;4;5;1;1;2;1;2;1;1;1;3;3;1;1;1;1;1;1;1;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;5;1;1;5;5;5;5;1;5;5;1;5;1;1;2;3;1;1;1;1;4;1;1;3;5;5;3;1;1;1;1;1;1;1;6130a9766cfe070001f9d68e;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
52;52;15:50:59 02.09.2021;16:05:24 02.09.2021;865;5;;20;1;5;2;8;1;9;3;1;4;2;4;1;4;3;2;2;1;2;3;4;2;3;3;2;5;2;2;3;2;4;3;2;3;3;3;2;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;4;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;3;1;5;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;5;2;4;4;5;3;2;3;3;3;3;3;2;4;5;5;2;2;4;4;2;3;5;5;5;5;3;2;1;2;2;2;2;2;4;3;3;4;3;2;4;4;5;4;4;4;4;4;1;2;3;1;3;3;2;2;2;2;1;1;1;2;1;2;1;4;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;4;5;5;3;3;3;3;4;4;3;3;3;5;5;4;4;3;2;2;3;2;3;6130d2397b8b9c00012dfcd2;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
53;53;15:51:37 02.09.2021;16:16:50 02.09.2021;1512;5;;20;1;2;1;4;3;6;2;1;4;3;2;2;2;3;2;3;2;3;5;4;4;2;4;5;4;4;3;5;4;4;4;4;5;5;4;4;5;3;4;5;3;3;3;3;4;5;3;5;4;4;3;3;3;4;4;2;4;3;6;4;3;5;4;5;4;4;5;3;3;5;4;5;6;5;5;4;5;4;3;4;4;5;3;4;4;3;4;2;4;4;2;3;5;4;4;4;3;2;5;5;4;3;4;2;2;3;4;5;5;5;4;5;5;5;4;4;3;3;3;3;4;4;5;5;4;3;4;5;4;4;5;4;5;3;5;3;4;5;4;4;5;4;5;4;5;4;5;5;5;4;5;4;4;5;4;5;4;5;4;3;4;5;5;4;4;5;4;5;5;5;4;3;3;4;5;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;3;4;4;5;4;5;3;4;5;4;4;5;3;5;4;4;5;5;4;5;4;5;4;4;5;4;5;4;4;5;4;5;4;5;5;4;4;6130d2317b8b9c00012dfbda;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
54;54;15:55:03 02.09.2021;16:49:16 02.09.2021;3253;5;;20;1;5;1;5;4;7;4;1;2;2;1;1;1;1;1;1;1;1;4;5;4;4;5;1;3;5;4;4;4;3;5;5;3;1;4;2;3;4;5;3;5;2;3;3;3;3;3;3;3;3;3;3;2;1;1;1;1;1;4;3;2;1;1;5;5;5;3;4;3;3;3;3;4;4;3;1;1;3;3;3;2;3;2;1;1;1;1;1;5;1;3;6;4;3;3;3;6;6;6;4;5;6;4;5;6;6;4;5;5;5;4;4;5;5;4;5;4;4;4;4;4;4;5;5;3;4;4;1;4;4;5;3;3;4;3;2;4;5;5;4;5;5;3;1;1;2;1;4;2;3;5;4;3;1;2;4;3;3;3;3;3;3;2;1;3;3;1;2;2;2;2;1;1;3;4;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;5;5;3;3;3;4;5;3;5;5;5;5;4;4;5;3;3;3;3;5;5;4;4;3;5;5;5;2;2;1;1;3;3;4;6130d2346cfe070001fc23a2;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
57;57;16:05:03 02.09.2021;17:39:26 02.09.2021;5663;5;;20;1;6;1;4;11;7;1;1;2;2;1;1;4;3;1;1;1;1;2;4;3;5;5;2;4;3;4;2;1;4;4;5;5;3;3;2;1;2;3;1;3;2;3;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;3;3;2;1;3;1;4;1;3;3;1;1;1;1;1;1;1;2;1;3;2;2;2;2;2;2;4;1;1;1;4;1;1;1;1;1;1;1;1;4;4;3;1;2;1;1;1;1;3;4;4;4;3;2;3;3;4;4;4;4;4;4;4;4;3;5;4;3;5;4;5;5;4;5;1;3;4;2;5;5;2;1;2;3;1;1;1;1;1;3;1;1;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5;4;5;4;3;3;5;4;4;3;1;5;1;1;4;5;5;4;2;3;1;3;4;4;2;1;1;3;4;4;3;1;1;1;5;1;1;6130d2327b8b9c00012dfc41;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
58;58;16:08:26 02.09.2021;16:31:54 02.09.2021;1408;5;;20;1;3;2;4;10;3;3;1;4;3;1;1;3;4;4;1;1;3;4;5;5;4;4;3;3;4;4;5;5;2;4;4;4;4;3;4;3;2;4;1;4;1;3;3;1;1;1;1;3;4;1;3;3;3;1;1;1;1;5;2;2;2;2;6;2;4;3;5;2;2;1;1;1;1;1;1;1;3;2;4;5;1;5;1;1;5;2;1;5;5;2;6;1;3;3;4;6;4;4;5;5;5;4;5;5;5;5;5;2;4;3;4;2;4;4;5;4;2;3;4;4;4;5;5;4;2;1;1;2;4;4;4;4;4;2;2;2;2;4;5;4;2;5;5;4;3;4;3;4;3;5;4;5;5;5;5;2;4;4;2;4;4;1;1;1;2;2;1;2;4;4;4;1;4;4;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4;4;4;5;5;4;3;3;5;5;2;6130d23c6cfe070001fc24e3;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
60;60;16:13:18 02.09.2021;16:47:44 02.09.2021;2066;5;;20;1;5;1;2;2;3;3;2;2;1;1;1;1;1;1;1;1;1;3;4;4;3;3;3;2;3;3;3;3;3;3;3;3;3;3;4;1;1;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;1;4;4;1;1;1;1;3;1;2;1;1;2;1;1;1;2;2;1;5;1;1;1;5;5;1;3;1;1;1;1;1;3;4;3;1;1;1;1;1;3;5;2;2;5;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;5;3;3;3;3;3;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;4;4;3;5;4;4;3;1;4;3;3;5;4;4;4;4;3;2;4;4;3;3;3;2;5;3;4;1;2;3;1;3;3;2;6130d2346cfe070001fc23a7;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
61;61;16:14:11 02.09.2021;16:26:31 02.09.2021;739;5;;20;1;4;1;3;3;6;4;1;2;2;1;1;1;2;1;1;2;1;5;5;3;5;4;1;3;3;3;3;3;3;3;3;5;2;3;1;1;3;3;1;3;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;5;5;5;1;1;1;1;1;2;1;3;4;4;5;3;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;6130d23a6cfe070001fc2485;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
63;63;16:22:50 02.09.2021;16:33:50 02.09.2021;659;5;;20;1;2;2;4;13;6;2;1;2;1;1;1;1;2;1;1;1;1;3;4;3;3;4;2;3;4;4;3;3;1;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;2;2;5;2;2;2;2;3;2;1;1;2;2;2;1;1;5;3;1;1;2;1;1;1;2;2;1;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;3;2;1;1;1;1;3;3;3;3;3;1;1;1;3;4;3;3;5;3;1;3;4;4;3;3;2;3;3;3;4;3;3;3;3;5;3;3;3;3;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;3;3;3;5;5;3;4;4;5;4;1;4;4;4;3;5;5;5;3;3;4;1;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;6130d2337b8b9c00012dfc69;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
64;64;16:25:22 02.09.2021;16:41:54 02.09.2021;992;5;;20;1;5;2;3;16;5;2;1;2;1;1;1;1;1;1;1;1;2;2;4;3;4;4;1;4;4;3;3;2;4;4;3;3;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;5;3;1;5;1;1;1;1;1;1;1;5;5;1;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;3;3;5;5;5;5;5;4;1;5;5;5;5;1;1;5;5;5;5;3;5;5;5;4;4;4;4;4;3;1;3;2;4;3;4;3;4;4;3;3;3;3;3;4;5;4;4;4;4;4;1;5;3;3;3;3;3;3;3;3;1;1;2;2;2;2;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;3;3;4;4;4;4;3;4;2;4;4;1;6130d23a7b8b9c00012dfce8;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
65;65;16:28:17 02.09.2021;16:48:09 02.09.2021;1191;5;;20;1;5;1;4;3;5;2;1;2;2;2;1;3;2;2;2;2;2;2;3;3;4;4;3;3;2;2;3;2;4;3;2;2;2;3;2;1;2;2;2;2;1;1;2;1;1;1;1;1;2;1;2;1;2;1;3;1;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;3;1;1;1;2;1;3;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;4;4;5;5;3;4;1;1;3;3;1;1;5;4;1;3;4;3;1;4;4;4;3;3;2;2;2;2;3;3;4;4;4;4;3;3;3;3;3;3;5;4;4;4;4;4;1;1;2;1;2;2;1;3;3;3;1;1;1;1;2;4;1;4;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;4;5;5;5;5;4;5;5;4;4;4;4;3;4;5;4;4;4;4;3;3;3;3;3;3;3;3;3;4;4;3;4;3;3;3;3;3;6130d2357b8b9c00012dfc75;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
68;68;16:36:04 02.09.2021;16:47:06 02.09.2021;662;5;;20;1;3;2;4;6;5;3;1;2;2;4;1;1;2;2;1;1;1;4;4;3;4;4;3;2;4;5;4;4;2;4;4;2;4;4;3;1;1;4;1;3;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;2;2;2;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;4;4;2;3;5;4;5;5;6;4;4;4;4;4;4;6;6;3;3;4;2;2;2;1;2;2;1;1;1;1;1;1;1;1;3;3;4;5;3;3;1;3;4;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;3;3;3;3;5;3;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;5;5;5;5;5;5;5;5;3;1;4;4;4;4;5;5;5;5;3;3;5;3;3;5;3;3;3;5;5;5;3;3;3;5;3;1;6130d22f6cfe070001fc22b2;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
69;69;16:36:56 02.09.2021;17:12:35 02.09.2021;2139;5;;20;1;4;2;6;7;5;4;1;3;2;1;1;1;2;1;1;1;1;3;4;3;3;2;3;4;3;4;4;3;4;2;1;2;3;3;3;1;2;4;1;2;1;1;1;1;3;1;1;1;1;1;1;1;3;1;4;1;1;1;1;2;1;1;4;2;2;2;2;2;2;1;1;1;1;2;1;1;5;1;5;5;5;3;1;1;3;3;1;5;5;3;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;3;1;2;2;5;5;5;5;1;1;3;3;4;2;5;5;3;3;4;4;5;4;3;4;4;4;2;1;3;2;4;3;5;4;4;3;3;2;3;3;3;4;5;3;4;4;3;5;3;4;2;4;2;2;1;3;1;1;3;1;1;1;4;4;4;1;4;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;4;4;5;5;5;5;5;5;5;5;5;4;5;5;4;4;4;5;4;4;3;3;3;4;5;3;3;3;4;3;5;5;3;4;4;2;6130d2366cfe070001fc23f1;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
70;70;16:45:05 02.09.2021;16:56:13 02.09.2021;668;5;;20;1;2;1;7;2;6;3;1;3;2;1;1;2;2;1;1;1;1;3;2;1;2;2;4;1;2;2;2;4;3;3;3;3;2;4;3;4;3;3;3;3;3;5;3;4;3;2;2;4;3;2;2;4;4;3;3;2;2;4;3;5;4;4;2;3;3;2;3;3;5;4;4;3;3;5;4;2;2;2;4;3;3;3;2;2;2;3;3;2;2;2;1;2;3;4;4;4;2;3;3;3;2;2;3;4;4;4;4;3;2;2;2;4;3;3;2;1;2;3;3;4;3;3;3;4;3;3;2;3;2;2;4;4;4;4;2;3;3;4;3;2;3;2;2;2;4;3;2;3;3;5;2;3;4;3;3;3;4;4;2;3;4;3;2;2;4;3;3;3;3;2;3;3;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;3;4;3;3;3;2;3;2;3;3;4;3;3;2;3;3;3;2;4;3;3;4;4;2;3;4;4;2;3;3;4;3;2;2;4;4;4;6130d22f7b8b9c00012dfb66;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
73;73;16:59:08 02.09.2021;17:11:01 02.09.2021;713;5;;20;1;1;1;4;10;5;2;1;4;2;2;1;2;3;2;1;1;4;3;5;5;3;3;4;4;3;4;5;2;5;4;3;2;4;3;2;1;1;3;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;3;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;3;3;3;3;3;3;1;3;3;4;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;1;3;3;1;3;4;1;1;1;1;1;1;1;2;2;1;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5;3;3;3;4;1;5;5;5;5;5;5;2;2;5;5;2;5;2;5;5;1;6130a96e6cfe070001f9d552;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
